"PMN01","PMN011","PMN02","PMN03","PMN04","PMN041","PMN05","PMN06","PMN07","PMN08","PMN09","PMN10","PMN11","PMN121","PMN122","PMN123","PMN13","PMN14","PMN15","PMN16","PMN18","PMN20","PMN23","PMN24","PMN25","PMN30","PMN31","PMN31T","PMN32","PMN33","PMN34","PMN35","PMN36","PMN37","PMN38","PMN40","PMN41","PMN42","PMN43","PMN431","PMN44","PMN45","PMN46","PMN50","PMN51","PMN52","PMN53","PMN54","PMN55","PMN56","PMN57","PMN58","PMN59","PMN60","PMN61","PMN62","PMN63","PMN64","PMN65","PMN66","PMN67","PMN68","PMN69","PMN70","PMN71","PMN80","PMN81","PMN82","PMN83","PMN84","PMN85","PMN86","PMN87","PMN88","PMN88T","PMN930","PMN401","PMN90","PMN94","PMN95","PMN96","PMN97","PMN98","PMN91","PMNUD01","PMNUD02","PMNUD03","PMNUD04","PMNUD05","PMNUD06","PMNUD07","PMNUD08","PMNUD09","PMNUD10","PMNUD11","PMNUD12","PMNUD13","PMNUD14","PMNUD15","PMN89","PMN72","PMN73","PMN74","PMN75","PMN76","PMN77","PMNPLANT","PMNLEGAL","PMN012","PMN919","PMN99","PMN78","PMN100","PMM01","PMM02","PMM03","PMM04","PMM05","PMM06","PMM07","PMM08","PMM09","PMM10","PMM11","PMM12","PMM13","PMM14","PMM15","PMM16","PMM17","PMM18","PMM20","PMM21","PMM22","PMM25","PMM26","PMM27","PMM28","PMM29","PMM30","PMM31","PMM32","PMM40","PMM401","PMM41","PMM42","PMM43","PMM44","PMM45","PMM46","PMM47","PMM48","PMM49","PMM50","PMM99","PMM901","PMM902","PMM903","PMM904","PMM905","PMM906","PMM907","PMM908","PMM909","PMM911","PMM912","PMM913","PMM914","PMM915","PMM916","PMMPRSW","PMMPRNO","PMMPRDT","PMMMKSG","PMMSIGN","PMMDAYS","PMMPRIT","PMMSSEQ","PMMSMAX","PMMACTI","PMMUSER","PMMGRUP","PMMMODU","PMMDATE","PMM40T","PMMUD01","PMMUD02","PMMUD03","PMMUD04","PMMUD05","PMMUD06","PMMUD07","PMMUD08","PMMUD09","PMMUD10","PMMUD11","PMMUD12","PMMUD13","PMMUD14","PMMUD15","PMM51","PMM52","PMM53","PMMCOND","PMMCONT","PMMCONU","PMMCRAT","PMMPOS","PMMPLANT","PMMLEGAL","PMMORIU","PMMORIG"
"PN02-17120065","REG","13","","9949-8000-1503","Emergency Power Supply Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","34.000","","PQ01-17120095","14","","500.000000","585.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","500.000000","","","5.000","0.000"," ","5.000"," ","0.000"," ","-29.000","0.000","","","9949-8000-1503","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","34.000","17000.000000","19890.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","500.510000","585.600000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","10","","9949-8000-2201","PACU Backplane PCBA","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","28.000","","PQ01-17120095","17","","318.376100","372.500000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","318.376100","","","8.000","0.000"," ","8.000"," ","0.000"," ","-20.000","0.000","","","9949-8000-2201","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","28.000","8914.530000","10430.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","318.510000","372.660000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","8","","9949-8000-4202","AVSS Controller  Card(2)","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","31.000","","PQ01-17120095","19","","9068.376100","10610.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","9068.376100","","","30.000","0.000"," ","30.000"," ","0.000"," ","-1.000","0.000","","","9949-8000-4202","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","31.000","281119.660000","328910.000000","","","0.000000","","","9949-01"," ","2107","","","","","","","","9068.510000","10610.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","3","","9949-8000-9201","FEPDS Controller PCBA","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","32.000","","PQ01-17120095","24","","1268.376100","1484.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","1268.376100","","","4.000","0.000"," ","2.000"," ","2.000"," ","-30.000","0.000","","","9949-8000-9201","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","32.000","40588.030000","47488.000000","","","0.000000","","","9949-01"," ","2104","","","","","","","","1268.510000","1484.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120039","REG","4","","8008-0450","DACU面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC2115","","20.0000","Y","Y","8","","9.000"," ","PQ01-17120053","6","0.000000","111.965800","131.000000","0","18/01/30","18/01/30","18/01/30","17/12/28","","Y","1403","","0","","","111.965800","","0","3.000","0.000","K001","3.000"," ","0.000"," ","-6.000","0.000"," ","0","8008-0450","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","9.000","1007.690000","1179.000000","","","0.000000","","0","2115-01"," ","2112","","","","","","","","112.100000","131.160000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-17120039","REG","0","17/12/26","PC2115","","","","V000234","001","001","8201379","D0003","D0013","8302073","","","Y","C002","J017","RMB","6","","18/04/23","","","","2017","12","4117.520000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201379","D0003","8809716","18/07/02","4817.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/12/28","10:54:31","tiptop","17/12/20","N","SHXK_STE","SHXK_STE","8201379","D0003"
"PN02-18030036","REG","2","","8008-0278","CCH Cabient","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","22.000"," ","PQ01-18020017","9","0.000000","81.196600","95.000000","0","18/08/15","18/08/15","18/08/15","18/03/27","","Y","1403","","0","","","81.196600","","0","2.000","0.000","K001","2.000"," ","0.000"," ","-20.000","0.000"," ","0","8008-0278","1.0000","N","N","1","","D0010","","0","","","","","","","","","PCS","22.000","1786.320000","2090.000000","","","0.000000","","0","9949-01"," ","2103","","","","","","","","90.000000","105.300000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18030036","REG","0","18/03/23","PC0025","","","","V000234","001","001","8201379","D0003","D0013","8808227","","","Y","C002","J017","RMB","2","","18/04/23","","","","2018","3","11951.440000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201379","D0003","8809716","18/07/02","13983.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/03/26","17:45:42","tiptop","18/03/14","N","SHXK_STE","SHXK_STE","8201379","D0003"
"PN02-18030031","REG","22","","9949-8000-1204","AMP Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","30.000","","PQ01-18010025","8","","11068.376100","12950.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","11068.376100","","","9.000","0.000"," ","9.000"," ","0.000"," ","-21.000","0.000","","","9949-8000-1204","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","30.000","332051.280000","388500.000000","","","0.000000","","","9949-01"," ","2113","","","","","","","","11068.510000","12950.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","16","","9949-8000-1505","CPCIE to SATA Extend","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","50.000","","PQ01-18010025","14","","400.000000","468.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","400.000000","","","28.000","0.000"," ","28.000"," ","0.000"," ","-22.000","0.000","","","9949-8000-1505","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","50.000","20000.000000","23400.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","400.510000","468.600000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","14","","9949-8000-1205","Switch Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","80.000","","PQ01-18010025","16","","1568.376100","1835.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","1568.376100","","","20.000","0.000"," ","20.000"," ","0.000"," ","-60.000","0.000","","","9949-8000-1205","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","80.000","125470.090000","146800.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","1568.510000","1835.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","13","","9949-8000-1205-1","Switch POE Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","80.000","","PQ01-18010025","17","","568.376100","665.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","568.376100","","","36.000","0.000"," ","36.000"," ","0.000"," ","-44.000","0.000","","","9949-8000-1205-1","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","80.000","45470.090000","53200.000000","","","0.000000","","","9949-01"," ","2103","","","","","","","","568.510000","665.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","12","","9949-8000-1205-2","Switch Panel Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","80.000","","PQ01-18010025","18","","1568.376100","1835.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","1568.376100","","","35.000","0.000"," ","35.000"," ","0.000"," ","-45.000","0.000","","","9949-8000-1205-2","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","80.000","125470.090000","146800.000000","","","0.000000","","","9949-01"," ","2101","","","","","","","","1568.510000","1835.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","10","","9949-8000-1102","PACU Power Supply Unit Card(1)","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","20.000","","PQ01-18010025","20","","2068.376100","2420.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","2068.376100","","","15.000","0.000"," ","15.000"," ","0.000"," ","-5.000","0.000","","","9949-8000-1102","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","20.000","41367.520000","48400.000000","","","0.000000","","","9949-01"," ","2101","","","","","","","","2068.510000","2420.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","9","","9949-8000-1503","Emergency Power Supply Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","50.000","","PQ01-18010025","21","","500.000000","585.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","500.000000","","","29.000","0.000"," ","29.000"," ","0.000"," ","-21.000","0.000","","","9949-8000-1503","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","50.000","25000.000000","29250.000000","","","0.000000","","","9949-01"," ","2102","","","","","","","","500.510000","585.600000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","7","","9949-8000-1220","DVR Power Supply Unit Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","50.000","","PQ01-18010025","23","","1568.376100","1835.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","1568.376100","","","13.000","0.000"," ","13.000"," ","0.000"," ","-37.000","0.000","","","9949-8000-1220","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","50.000","78418.800000","91750.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","1568.510000","1835.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","5","","9949-8000-8201","EANS MMI Interface Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","150.000","","PQ01-18010025","25","","818.376100","957.500000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","818.376100","","","100.000","0.000"," ","100.000"," ","0.000"," ","-50.000","0.000","","","9949-8000-8201","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","150.000","122756.410000","143625.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","818.510000","957.660000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030031","REG","1","","9949-8000-1501","DVR Backplane Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","50.000","","PQ01-18010025","29","","268.376100","314.000000","","18/06/13","18/06/13","18/06/13","18/04/23","","Y","1403","","0","","","268.376100","","","20.000","0.000"," ","20.000"," ","0.000"," ","-30.000","0.000","","","9949-8000-1501","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","50.000","13418.800000","15700.000000","","","0.000000","","","9949-01"," ","2102","","","","","","","","268.510000","314.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18030031","REG","0","18/04/02","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C131","J017","RMB","2","","18/03/13","","","","2018","4","2931820.680000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3430230.200000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:23:51","tiptop","18/03/13","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18040003","REG","9","","8010-0388","M12 D-Coding公连接器","","","PCS","PCS","1.00000000","","N","1.00000000","PC0085","","20.0000","Y","Y","8","","3150.000","","PQ01-18030032","11","0.000000","52.250000","61.132500","","18/06/30","18/06/30","18/06/30","18/04/20","","Y","500102","","0","","","52.250000","","","2000.000","0.000","K001","2000.000"," ","0.000"," ","-1150.000","0.000","","","8010-0388","1.0000","N","N","1","","D0013","","","","","","","","","","","PCS","3150.000","164587.500000","192567.380000","","","0.000000","","","0085-01"," ","2114","","","","","","","","52.350000","61.249500","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18040003","REG","0","18/04/02","PC0085","","","","V000256","001","001","8201551","D0003","D0013","8808226","","","Y","C004","J017","RMB","6","","18/04/23","","","","2018","4","301432.600000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201551","D0003","8809716","18/07/02","352676.160000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:24:04","tiptop","18/04/02","N","SHXK_STE","SHXK_STE","8201551","D0003"
"PN02-18030069","REG","3","","9986-8000-0391","FCAM(前视摄像机)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0071","","10.0000","Y","Y","8","","36.000"," ","PQ01-18010077","3","0.000000","641.025600","750.000000","0","18/05/04","18/05/04","18/05/04","18/04/23","","Y","1405","","0","","","641.025600","","0","34.000","0.000","K004","34.000"," ","0.000"," ","-2.000","0.000"," ","0","9986-8000-0391","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","36.000","23076.920000","27000.000000","","","0.000000","","0","0071-01"," ","2113","","","","","","","","642.000000","642.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18030069","REG","0","18/04/02","PC0071","","","","V000080","001","001","8201344","D0003","D0013","8808226","","","Y","C103","J017","RMB","6","","18/03/27","","","","2018","4","253846.150000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","297000.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:14:05","tiptop","18/03/27","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030069","REG","1","","9986-8000-0386","SCAM(客室摄像机)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0071","","10.0000","Y","Y","8","","288.000"," ","PQ01-18010077","1","0.000000","641.025600","750.000000","0","18/05/04","18/05/04","18/05/04","18/04/23","","Y","1405","","0","","","641.025600","","0","234.000","0.000","K004","234.000"," ","0.000"," ","-54.000","0.000"," ","0","9986-8000-0386","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","288.000","184615.380000","216000.000000","","","0.000000","","0","0071-01"," ","2113","","","","","","","","642.000000","642.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18030069","REG","0","18/04/02","PC0071","","","","V000080","001","001","8201344","D0003","D0013","8808226","","","Y","C103","J017","RMB","6","","18/03/27","","","","2018","4","253846.150000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","297000.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/20","17:14:05","tiptop","18/03/27","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-18030045","REG","11","","8008-0650","ILS面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0085","","10.0000","Y","Y","8","","122.000"," ","PQ01-18030042","48","0.000000","57.743600","67.560000","0","18/03/30","18/04/27","18/04/27","18/04/08","","Y","1403","","0","","","57.743600","","0","122.000","0.000","K001","120.000"," ","2.000"," ","-2.000","0.000"," ","0","8008-0650","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","122.000","7044.720000","8242.320000","","","0.000000","","0","0085-01"," ","2106","","","","","","","","57.850000","67.680000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18030045","REG","0","18/03/28","PC0085","","","","V000234","001","001","8201379","D0003","D0013","8808325","","","Y","C002","J017","RMB","6","","18/03/19","","","","2018","3","33552.410000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201379","D0003","8809716","18/07/02","39256.280000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/04/08","16:18:53","tiptop","18/03/19","N","SHXK_STE","SHXK_STE","8201379","D0003"
"PN02-18050038","REG","3","","8010-0213","CONEC M12 连接器 Male","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","20.0000","Y","Y","8","","1500.000","","PQ01-18010114","29","0.000000","50.422400","58.490000","","18/07/31","18/07/31","18/07/31","18/05/25","","Y","500102","","0","","","50.422400","","","1113.000","0.000","K001","1113.000"," ","0.000"," ","-387.000","0.000","","","8010-0213","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","1500.000","75633.620000","87735.000000","","","0.000000","","","0058-01"," ","2122","","","","","","","","50.430000","50.430000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18050038","REG","0","18/05/22","","","","","V000493","","","8201551","D0003","D0013","9102210","","","Y","C002","J016","RMB","6","","18/05/22","","","","2018","5","136140.520000","0.000000","P01","1.0000000000","16.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201551","D0003","8809716","18/07/02","157923.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/05/24","14:25:56","tiptop","18/05/22","N","SHXK_STE","SHXK_STE","8201551","D0003"
